data_as_of,start_date,end_date,group,state,sex,age_group,covid_19_deaths,total_deaths,pneumonia_deaths,pneumonia_and_covid_19_deaths,influenza_deaths,pneumonia_influenza_or_covid
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Georgia,All Sexes,85 years and over,7074.0,87131,6540.0,3143.0,77.0,10543.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Georgia,Male,All Ages,19637.0,200010,18599.0,10276.0,248.0,28184.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Georgia,Male,Under 1 year,19.0,1565,17.0,0.0,0.0,35.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Georgia,Male,0-17 years,46.0,2981,46.0,11.0,0.0,89.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Georgia,Male,1-4 years,0.0,296,0.0,0.0,0.0,12.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Georgia,Male,5-14 years,15.0,514,18.0,0.0,0.0,30.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Georgia,Male,15-24 years,80.0,3802,79.0,36.0,0.0,129.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Georgia,Male,18-29 years,163.0,6155,150.0,63.0,10.0,258.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Georgia,Male,25-34 years,275.0,6633,220.0,110.0,0.0,389.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Georgia,Male,30-39 years,441.0,7864,353.0,201.0,11.0,601.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Georgia,Male,35-44 years,691.0,9265,546.0,337.0,14.0,912.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Georgia,Male,40-49 years,1053.0,11550,848.0,541.0,11.0,1370.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Georgia,Male,45-54 years,1680.0,16010,1376.0,881.0,18.0,2193.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Georgia,Male,50-64 years,4488.0,43710,4041.0,2387.0,53.0,6191.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Georgia,Male,55-64 years,3428.0,34175,3174.0,1829.0,40.0,4809.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Georgia,Male,65-74 years,5232.0,47434,5015.0,2850.0,67.0,7458.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Georgia,Male,75-84 years,5209.0,47847,5179.0,2798.0,58.0,7642.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Georgia,Male,85 years and over,3005.0,32469,2967.0,1425.0,29.0,4575.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Georgia,Female,All Ages,16862.0,184064,15556.0,8413.0,278.0,24259.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Georgia,Female,Under 1 year,0.0,1295,17.0,0.0,0.0,23.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Georgia,Female,0-17 years,24.0,2145,46.0,0.0,0.0,69.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Georgia,Female,1-4 years,0.0,259,10.0,0.0,0.0,18.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Georgia,Female,5-14 years,0.0,337,13.0,0.0,0.0,20.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Georgia,Female,15-24 years,61.0,1363,52.0,21.0,0.0,95.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Georgia,Female,18-29 years,137.0,2363,115.0,55.0,0.0,201.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Georgia,Female,25-34 years,240.0,3061,194.0,113.0,0.0,326.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Georgia,Female,30-39 years,376.0,4160,306.0,179.0,0.0,511.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Georgia,Female,35-44 years,540.0,5538,448.0,258.0,10.0,740.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Georgia,Female,40-49 years,765.0,7355,644.0,388.0,12.0,1033.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Georgia,Female,45-54 years,1155.0,10486,983.0,611.0,16.0,1541.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Georgia,Female,50-64 years,3285.0,29259,2995.0,1755.0,66.0,4584.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Georgia,Female,55-64 years,2571.0,22943,2389.0,1376.0,56.0,3635.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Georgia,Female,65-74 years,3835.0,37179,3685.0,2083.0,66.0,5500.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Georgia,Female,75-84 years,4371.0,46941,4192.0,2229.0,69.0,6393.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Georgia,Female,85 years and over,4069.0,54662,3573.0,1718.0,48.0,5968.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Hawaii,All Sexes,All Ages,1943.0,47252,3635.0,977.0,65.0,4661.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Hawaii,All Sexes,Under 1 year,0.0,279,0.0,0.0,0.0,0.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Hawaii,All Sexes,0-17 years,0.0,448,21.0,0.0,0.0,30.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Hawaii,All Sexes,1-4 years,0.0,50,0.0,0.0,0.0,0.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Hawaii,All Sexes,5-14 years,0.0,69,0.0,0.0,0.0,11.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Hawaii,All Sexes,15-24 years,10.0,336,11.0,0.0,0.0,19.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Hawaii,All Sexes,18-29 years,20.0,577,21.0,0.0,0.0,34.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Hawaii,All Sexes,25-34 years,28.0,744,32.0,12.0,0.0,48.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Hawaii,All Sexes,30-39 years,49.0,1028,52.0,25.0,0.0,77.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Hawaii,All Sexes,35-44 years,81.0,1355,82.0,39.0,0.0,127.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Hawaii,All Sexes,40-49 years,110.0,1775,116.0,53.0,0.0,175.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Hawaii,All Sexes,45-54 years,149.0,2550,167.0,79.0,0.0,237.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Hawaii,All Sexes,50-64 years,396.0,7079,503.0,206.0,12.0,702.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Hawaii,All Sexes,55-64 years,308.0,5524,402.0,159.0,11.0,560.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Hawaii,All Sexes,65-74 years,419.0,9174,705.0,229.0,11.0,905.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Hawaii,All Sexes,75-84 years,385.0,10562,854.0,205.0,14.0,1048.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Hawaii,All Sexes,85 years and over,557.0,16609,1363.0,249.0,20.0,1690.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Hawaii,Male,All Ages,1149.0,25529,2085.0,606.0,35.0,2661.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Hawaii,Male,Under 1 year,0.0,155,0.0,0.0,0.0,0.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Hawaii,Male,0-17 years,0.0,268,13.0,0.0,0.0,19.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Hawaii,Male,1-4 years,0.0,35,0.0,0.0,0.0,0.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Hawaii,Male,5-14 years,0.0,43,0.0,0.0,0.0,0.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Hawaii,Male,15-24 years,0.0,251,0.0,0.0,0.0,15.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Hawaii,Male,18-29 years,15.0,424,14.0,0.0,0.0,25.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Hawaii,Male,25-34 years,17.0,538,25.0,0.0,0.0,34.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Hawaii,Male,30-39 years,32.0,725,37.0,17.0,0.0,52.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Hawaii,Male,35-44 years,52.0,928,55.0,24.0,0.0,85.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Hawaii,Male,40-49 years,71.0,1193,80.0,35.0,0.0,118.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Hawaii,Male,45-54 years,109.0,1675,114.0,60.0,0.0,163.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Hawaii,Male,50-64 years,260.0,4614,308.0,136.0,0.0,438.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Hawaii,Male,55-64 years,192.0,3599,239.0,99.0,0.0,338.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Hawaii,Male,65-74 years,263.0,5731,453.0,147.0,0.0,574.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Hawaii,Male,75-84 years,235.0,5962,529.0,128.0,10.0,646.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Hawaii,Male,85 years and over,267.0,6612,651.0,137.0,0.0,789.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Hawaii,Female,All Ages,794.0,21723,1550.0,371.0,30.0,2000.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Hawaii,Female,Under 1 year,0.0,124,0.0,0.0,0.0,0.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Hawaii,Female,0-17 years,0.0,180,0.0,0.0,0.0,11.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Hawaii,Female,1-4 years,0.0,15,0.0,0.0,0.0,0.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Hawaii,Female,5-14 years,0.0,26,0.0,0.0,0.0,0.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Hawaii,Female,15-24 years,0.0,85,0.0,0.0,0.0,0.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Hawaii,Female,18-29 years,0.0,153,0.0,0.0,0.0,0.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Hawaii,Female,25-34 years,11.0,206,0.0,0.0,0.0,14.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Hawaii,Female,30-39 years,17.0,303,15.0,0.0,0.0,25.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Hawaii,Female,35-44 years,29.0,427,27.0,15.0,0.0,42.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Hawaii,Female,40-49 years,39.0,582,36.0,18.0,0.0,57.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Hawaii,Female,45-54 years,40.0,875,53.0,19.0,0.0,74.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Hawaii,Female,50-64 years,136.0,2465,195.0,70.0,0.0,264.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Hawaii,Female,55-64 years,116.0,1925,163.0,60.0,0.0,222.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Hawaii,Female,65-74 years,156.0,3443,252.0,82.0,0.0,331.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Hawaii,Female,75-84 years,150.0,4600,325.0,77.0,0.0,402.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Hawaii,Female,85 years and over,290.0,9997,712.0,112.0,12.0,901.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Idaho,All Sexes,All Ages,5610.0,63400,4963.0,2828.0,143.0,7878.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Idaho,All Sexes,Under 1 year,0.0,337,0.0,0.0,0.0,0.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Idaho,All Sexes,0-17 years,0.0,698,11.0,0.0,0.0,17.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Idaho,All Sexes,1-4 years,0.0,79,0.0,0.0,0.0,0.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Idaho,All Sexes,5-14 years,0.0,122,0.0,0.0,0.0,0.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Idaho,All Sexes,15-24 years,12.0,750,17.0,0.0,0.0,25.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Idaho,All Sexes,18-29 years,24.0,1145,26.0,10.0,0.0,41.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Idaho,All Sexes,25-34 years,33.0,1247,29.0,14.0,0.0,49.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Idaho,All Sexes,30-39 years,67.0,1550,61.0,35.0,0.0,95.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Idaho,All Sexes,35-44 years,124.0,1892,94.0,59.0,0.0,162.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Idaho,All Sexes,40-49 years,194.0,2295,138.0,96.0,0.0,242.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Idaho,All Sexes,45-54 years,320.0,3092,267.0,186.0,0.0,405.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Idaho,All Sexes,50-64 years,904.0,9153,786.0,491.0,20.0,1219.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Idaho,All Sexes,55-64 years,701.0,7322,606.0,368.0,20.0,959.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Idaho,All Sexes,65-74 years,1290.0,13012,1192.0,737.0,30.0,1772.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Idaho,All Sexes,75-84 years,1582.0,17096,1476.0,828.0,42.0,2269.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Idaho,All Sexes,85 years and over,1543.0,18451,1273.0,629.0,40.0,2223.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Idaho,Male,All Ages,3266.0,33882,2805.0,1681.0,76.0,4459.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Idaho,Male,Under 1 year,0.0,176,0.0,0.0,0.0,0.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Idaho,Male,0-17 years,0.0,407,0.0,0.0,0.0,0.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Idaho,Male,1-4 years,0.0,49,0.0,0.0,0.0,0.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Idaho,Male,5-14 years,0.0,76,0.0,0.0,0.0,0.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Idaho,Male,15-24 years,0.0,550,10.0,0.0,0.0,15.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Idaho,Male,18-29 years,17.0,843,14.0,0.0,0.0,25.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Idaho,Male,25-34 years,24.0,876,15.0,10.0,0.0,29.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Idaho,Male,30-39 years,38.0,1040,29.0,18.0,0.0,50.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Idaho,Male,35-44 years,68.0,1217,47.0,31.0,0.0,87.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Idaho,Male,40-49 years,120.0,1459,83.0,59.0,0.0,149.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Idaho,Male,45-54 years,208.0,1953,174.0,124.0,0.0,261.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Idaho,Male,50-64 years,587.0,5533,478.0,315.0,12.0,762.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Idaho,Male,55-64 years,454.0,4385,359.0,230.0,12.0,595.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Idaho,Male,65-74 years,768.0,7568,678.0,418.0,18.0,1043.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Idaho,Male,75-84 years,971.0,9304,896.0,514.0,25.0,1376.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Idaho,Male,85 years and over,762.0,7728,621.0,350.0,14.0,1045.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Idaho,Female,All Ages,2344.0,29518,2158.0,1147.0,67.0,3419.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Idaho,Female,Under 1 year,0.0,161,0.0,0.0,0.0,0.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Idaho,Female,0-17 years,0.0,291,0.0,0.0,0.0,0.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Idaho,Female,1-4 years,0.0,30,0.0,0.0,0.0,0.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Idaho,Female,5-14 years,0.0,46,0.0,0.0,0.0,0.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Idaho,Female,15-24 years,0.0,200,0.0,0.0,0.0,10.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Idaho,Female,18-29 years,0.0,302,12.0,0.0,0.0,16.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Idaho,Female,25-34 years,0.0,371,14.0,0.0,0.0,20.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Idaho,Female,30-39 years,29.0,510,32.0,17.0,0.0,45.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Idaho,Female,35-44 years,56.0,675,47.0,28.0,0.0,75.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Idaho,Female,40-49 years,74.0,836,55.0,37.0,0.0,93.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Idaho,Female,45-54 years,112.0,1139,93.0,62.0,0.0,144.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Idaho,Female,50-64 years,317.0,3620,308.0,176.0,0.0,457.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Idaho,Female,55-64 years,247.0,2937,247.0,138.0,0.0,364.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Idaho,Female,65-74 years,522.0,5444,514.0,319.0,12.0,729.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Idaho,Female,75-84 years,611.0,7792,580.0,314.0,17.0,893.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Idaho,Female,85 years and over,781.0,10723,652.0,279.0,26.0,1178.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Illinois,All Sexes,All Ages,38724.0,446027,40434.0,19882.0,596.0,59835.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Illinois,All Sexes,Under 1 year,0.0,2500,51.0,0.0,0.0,59.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Illinois,All Sexes,0-17 years,41.0,4514,112.0,15.0,14.0,152.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Illinois,All Sexes,1-4 years,0.0,459,25.0,0.0,0.0,37.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Illinois,All Sexes,5-14 years,14.0,745,28.0,0.0,0.0,40.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Illinois,All Sexes,15-24 years,82.0,4875,93.0,37.0,0.0,141.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Illinois,All Sexes,18-29 years,211.0,8353,218.0,102.0,0.0,334.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Illinois,All Sexes,25-34 years,381.0,9518,337.0,166.0,12.0,563.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Illinois,All Sexes,30-39 years,597.0,11470,535.0,282.0,15.0,864.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Illinois,All Sexes,35-44 years,867.0,13668,759.0,411.0,18.0,1233.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Illinois,All Sexes,40-49 years,1355.0,17251,1153.0,651.0,20.0,1875.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Illinois,All Sexes,45-54 years,2079.0,24506,1938.0,1086.0,24.0,2953.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Illinois,All Sexes,50-64 years,6139.0,71744,6372.0,3419.0,101.0,9188.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Illinois,All Sexes,55-64 years,4903.0,57061,5159.0,2757.0,87.0,7387.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Illinois,All Sexes,65-74 years,8325.0,89073,9046.0,4686.0,103.0,12782.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Illinois,All Sexes,75-84 years,10039.0,108151,11192.0,5454.0,144.0,15915.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Illinois,All Sexes,85 years and over,12017.0,135471,11806.0,5273.0,192.0,18725.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Illinois,Male,All Ages,21191.0,231260,22124.0,11370.0,261.0,32188.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Illinois,Male,Under 1 year,0.0,1410,32.0,0.0,0.0,38.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Illinois,Male,0-17 years,29.0,2675,66.0,11.0,0.0,92.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Illinois,Male,1-4 years,0.0,249,13.0,0.0,0.0,20.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Illinois,Male,5-14 years,11.0,420,15.0,0.0,0.0,23.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Illinois,Male,15-24 years,48.0,3633,54.0,20.0,0.0,83.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Illinois,Male,18-29 years,136.0,6225,134.0,63.0,0.0,210.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Illinois,Male,25-34 years,241.0,6921,209.0,105.0,0.0,351.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Illinois,Male,30-39 years,370.0,7993,329.0,177.0,0.0,530.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Illinois,Male,35-44 years,563.0,9126,470.0,260.0,0.0,782.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Illinois,Male,40-49 years,909.0,11230,711.0,436.0,12.0,1195.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Illinois,Male,45-54 years,1369.0,15758,1195.0,708.0,15.0,1870.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Illinois,Male,50-64 years,3892.0,44726,3877.0,2149.0,52.0,5669.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Illinois,Male,55-64 years,3092.0,35332,3129.0,1733.0,44.0,4529.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Illinois,Male,65-74 years,5027.0,51292,5364.0,2827.0,58.0,7619.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Illinois,Male,75-84 years,5624.0,55202,6259.0,3164.0,61.0,8777.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Illinois,Male,85 years and over,5204.0,51917,5384.0,2543.0,59.0,8096.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Illinois,Female,All Ages,17533.0,214767,18310.0,8512.0,335.0,27647.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Illinois,Female,Under 1 year,0.0,1090,19.0,0.0,0.0,21.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Illinois,Female,0-17 years,12.0,1839,46.0,0.0,0.0,60.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Illinois,Female,1-4 years,0.0,210,12.0,0.0,0.0,17.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Illinois,Female,5-14 years,0.0,325,13.0,0.0,0.0,17.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Illinois,Female,15-24 years,34.0,1242,39.0,17.0,0.0,58.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Illinois,Female,18-29 years,75.0,2128,84.0,39.0,0.0,124.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Illinois,Female,25-34 years,140.0,2597,128.0,61.0,0.0,212.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Illinois,Female,30-39 years,227.0,3477,206.0,105.0,0.0,334.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Illinois,Female,35-44 years,304.0,4542,289.0,151.0,0.0,451.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Illinois,Female,40-49 years,446.0,6021,442.0,215.0,0.0,680.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Illinois,Female,45-54 years,710.0,8748,743.0,378.0,0.0,1083.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Illinois,Female,50-64 years,2247.0,27018,2495.0,1270.0,49.0,3519.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Illinois,Female,55-64 years,1811.0,21729,2030.0,1024.0,43.0,2858.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Illinois,Female,65-74 years,3298.0,37781,3682.0,1859.0,45.0,5163.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Illinois,Female,75-84 years,4415.0,52949,4933.0,2290.0,83.0,7138.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Illinois,Female,85 years and over,6813.0,83554,6422.0,2730.0,133.0,10629.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Indiana,All Sexes,All Ages,26885.0,282262,28183.0,13954.0,517.0,41596.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Indiana,All Sexes,Under 1 year,16.0,1884,27.0,0.0,0.0,44.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Indiana,All Sexes,0-17 years,53.0,3268,82.0,15.0,13.0,132.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Indiana,All Sexes,1-4 years,15.0,354,16.0,0.0,0.0,32.0
2023-09-27,2020-01-01,2023-09-23T00:00:00.000,By Total,Indiana,All Sexes,5-14 years,11.0,515,26.0,0.0,0.0,35.0
